month,unlocked,delta,address,cap
2025-12-13 00:00:00,0.0,0.0,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2026-01-13 00:00:00,0.0,0.0,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2026-02-13 00:00:00,8000.0,8000.0,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2026-03-13 00:00:00,8888.888888888889,888.8888888888887,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2026-04-13 00:00:00,9777.777777777777,888.8888888888887,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2026-05-13 00:00:00,10666.666666666666,888.8888888888887,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2026-06-13 00:00:00,11555.555555555555,888.8888888888887,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2026-07-13 00:00:00,12444.444444444445,888.8888888888905,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2026-08-13 00:00:00,13333.333333333332,888.8888888888869,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2026-09-13 00:00:00,14222.222222222223,888.8888888888905,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2026-10-13 00:00:00,15111.111111111111,888.8888888888887,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2026-11-13 00:00:00,16000.0,888.8888888888887,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2026-12-13 00:00:00,16888.88888888889,888.8888888888905,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2027-01-13 00:00:00,17777.777777777777,888.8888888888869,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2027-02-13 00:00:00,18666.666666666664,888.8888888888869,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2027-03-13 00:00:00,19555.555555555555,888.8888888888905,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2027-04-13 00:00:00,20444.444444444445,888.8888888888905,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2027-05-13 00:00:00,21333.333333333336,888.8888888888905,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2027-06-13 00:00:00,22222.222222222223,888.8888888888869,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2027-07-13 00:00:00,23111.11111111111,888.8888888888869,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2027-08-13 00:00:00,24000.0,888.8888888888905,0x011c75386d9178f70f3f577bf23bb93704523203,43705
2027-09-13 00:00:00,24888.88888888889,888.8888888888905,0x011c75386d9178f70f3f577bf23bb93704523203,43705
