recipient,balance
0xF953c0FE69d354668D12F435077609A203a2b9c5,1216.0947327850001
0xDD72BBe89c10981074B3c6B904E8a89CF2B9B324,1200.051832673
0xD99b779E9570c793aAC5005EC9197aa550Dc3c59,952.070006812
0x0583F998432B826361c8b0E890Ae87A643303406,936.0481678240001
0x74C55592ed246BDFAfCD9729eC7F24678D38A245,888.562767221
0xd89A851B184535d8463a96CE4FB4C81eFA1b4296,768.037123163
0xF3e773B9c00905D6E05e2Ac2756D809D8ccbd2Ca,768.0072842449999
0xc91D715a922B92f2BA0D818A10DdA5020B0B7FeF,720.04579018
0xD03a81F1D045a6686e536C0f9f974ef841246785,712.032854938
0x7A5788DEc56531aDf979e9dc8d937D09c9924aC3,640.0643430939999
0x509AAD9e5CBEf3577DB20aD0883248957c8bfF4b,632.032697823
0xEdfC75B1D752a6aC041d9a1D76b7CeEF7710ebbd,616.039549424
0x80aC49Bb3B1E9F2d15da301B17c081206a7512Fc,576.049245716
0xefFb62a85995fcBc3F1C93b140aFbb76f06b7FF5,440.247260016
0x4637d051A63ba499a1bb2F9FBa2BBdeA6cFF42BB,304.07195055299997
0xeeBe09c772629B440f1000aee6621c146cEb392a,280.004713428
0xa52d71Db8c6B1055e5c8797189240b247A64836F,272.004104732
0x53Ef93E013cB4D8a0aE15032cc11D0F7221E55Cf,264.03207165099997
0x90646433De825Cb44CEd447631E533A99CB30027,232.006371229
0x5a05D38a1fc58fc7b60559825eCcAd9309335eF6,232.004322029
0xa4052a256c346CAE6AaF31215CD077D8Bf83e96c,216.00332711200002
0x3CAf29A1614e61cb9F059B22EdEF667CFa2656e6,192.035741982
0x9F19C0509390ef9773f34405f30035369304d046,128.001103376
0x94f735Fd640870e0E8C061353F869c6193868079,120.021261622
0x00dC8ccE9d52eD1186356B352Cf088CB341F2a9a,104.011805368
0xB876d49d0dCde29C70a11bC2C97fc753169759FC,104.010040384
0xD76F6390Ffb49e0306B876feFda255a45DE12D15,104.009942453
0x0410166d2D5e117828Dfcd3F7C0766cB2c171c79,80.001847948
0x825e9bDA44D3b6cC3C17D61F52241244Ab0E1e58,80.000707024
0x40933Be4111F44c687205a4F122B2d5D76F120d0,16.0001744
0xBDfA0C3433148F8096a55C371624bc65e8AB202B,8.000103592999999
0x7492a3d61526cb8e6Cd628915b026348aF544fb9,0.0
0x7167Faf65f64ee7602f26F18854a8439699ac959,0.0
0x90803B8d258C923C8B2d81951654E685cAac2dd8,0.0
0x9d3A927781606eEB048E22CbB131eEc6d50DB346,0.0
0x95B3Fd7Ef11D50AfaceCEeDA7A59D53b46Cc510a,0.0
0xDc7d151A7643E5A8C83679ded3c5B1e4d1716cae,0.0
0x891c6a165016832Ca4F07B17E3D3DA9e64798A76,0.0
0x425fd327f4F6e900A8E464C80edE5786a852A8F2,0.0
0x24C1513F3ed42b386598C617dc1548C404Ac7D44,0.0
0x64ba7f33755F8B656B121940DEa8F5B2FD94611D,0.0
0x35e718E58EDbe5BCC705fc1684873b24aadfdfFB,0.0
0x6Ff953edec40826BB1Bb87c1a650546992edAe32,0.0
0x79F9C096AC74184f5D74B0086Ecd93689116832b,0.0
0x5CbbFF25A967A6BB59456f98906b0683C3d39B77,0.0
0xbcD9E9B053Cde41d2dAEB3Fef0B44b6707B6C7c9,0.0
0x01492740166d0Cb7687380c330270F0cD5e7b534,0.0
0x02c323996079f1F007faDAa8445e0A81EC3bb5D9,0.0
0x7d7464344F9E767847F64c589e1DFb354724dfBB,0.0
0x6eBbBfc9B0DB010A39cb274Eb8797dad78D0b612,0.0
0x87d04F8cF9fb90A7EC19b749814b6e68434802E6,0.0
0xF024493625072cD367bF42146379BE816F791112,0.0
0xBc6d58B52587A4E5174cE66c16187128F0aF5425,0.0
0x7B17367812b7E969bD2C174Bd8203023b61d465b,0.0
0x78241036cAc0E7353DC82D559c2267e645056D42,0.0
0xE242A23d419eB6ae6bd48cdAd05ce09Dd0f922A1,0.0
0xF8c0A13D4B5cDB993802095c5B49EE8306A3DB3E,0.0
0x803eFCF203b75e0c341a6707550D50aec7855235,0.0
0xc35DB3A99bB5840A24EdEa2A58923d3eC44966e3,0.0
0x2A7ff73EA4080627F60AFfe19a5a8933A83ddC91,0.0
0x4E04D9E02346826901a5f81Ee08D26e905eeb659,0.0
0xfba8e02aeF305F3Ea47b3fc80f44F2aC985bC9ba,0.0
0x4013fAdbD320a8Cd29dB1E0E6386d241ba44B31B,0.0
0x89EC9C8b754aC1F0bdEEe2E810F1980b3d657218,0.0
0x5665aF1d45D2D5f42039B09D42cDD3C67fa1717e,0.0
0x143Ede5D87377fD3d1808a0D4b8c18d33B91DeE7,0.0
0x9391b3b7C1F7d8C528212A1A28d7184fe721eac0,0.0
0x5e1a9c426a262e1323a5A24fA2C6093DF65A5324,0.0
0x5482EfC56D742dB3c1F4336AA1166736339e06c2,0.0
0xb66FEc5172fefeD0043F07f6312D0A7197674E3C,0.0
0x202E2BF3d9ac533E60045376Ec85A0EFc02657fe,0.0
0x1F0Bf0055A30093024675ad5955CF8452d8B8BC3,0.0
0xFDF999AF2E5850CdA5653961E094339B3d282a46,0.0
0xa93104Ed7CC573FBD1FfA97FB56Da29C385e7358,0.0
0x7aA4990BedA351EA559402fbFDCBfb6191CF0e8e,0.0
0x43757d9d5f02B8fF9497f99a1822a1d95c9B3A52,0.0
0x3B4489B52A4f320c34F3553e49b5fefE191b569b,0.0
0xB3a986630DCD1b3f4b048AdCa73165eA63bf6671,0.0
0xfb1f6eBF6233ffDE513aab1a70e9a0b0C3D40F9C,0.0
0x240a80E90479a1B144236526B9B8694Ce41D59Ab,0.0
0x3dE19595B36478E1089741c9De1240716B6B7c05,0.0
0x669c60ab96842d0606F2642a75c6F46FB7D19F51,0.0
0x45Ae4B1b54043596fE8D79f1c68d547930D7524C,0.0
0xAfb0CBE147f810BebB42333fF404b4393D3A3c46,0.0
0xCF39d7835E91f66FAe075831c3Dd82d46aa53097,0.0
0x3eD0c514Ee587227119Fe53c7E56e5933e39be0c,0.0
0x0A1fffd8035FfBb408f90C4Ee266af1a34cA2bb0,0.0
0xf4C80CFa67A4cf50988B3F2D174e039d83BA3e1c,0.0
0xba12Fa898618BaA440535fdA1Be00C59258987d4,0.0
0xCa6291357F6Aa6aD8BcD06557bc35B86D2f807bF,0.0
0x79fB7D3932479a1C57d312AbFE3366f564DC4a5b,0.0
0x6b1cFdE0A82E50a14962cF952666609697a8B497,0.0
0xD78810013b63BDEB25A12de447c5b9Fe7BcBec13,0.0
0x9C40c5D9594Ab2cB18Ce27Cc2958145661C30Dfe,0.0
0x29bA30549B0aE45c3595395dd2eDC91a07bdf039,0.0
0xFe8E905Ed6FAff6ceF34996B5C916309A10425dE,0.0
0xF3742d39D9d8D1255a57db5B0FfFe1DdfCecBb49,0.0
